uem,inc_uem,dindiza,inc_dindiza,massangena,inc_massangena,pomene,inc_pomene,maravia,inc_maravia,nhangau,inc_nhangau,nhapassa_1,inc_nhapassa_1,lugela_1,inc_lugela_1,chomba,inc_chomba,nanhupo_1,inc_nanhupo_1,massangulo,inc_massangulo_1
0.41,-0.41,,,,,,,,,,,,,,,,,,,,
0.961,-0.103,,,,,,,,,,,,,,,,,,,,
0.858,-0.206,,,,,,,,,,,,,,,,,,,,
0.652,0.021,,,,,,,,,,,,,,,,,,,,
0.673,0.082,,,,,,,,,,,,,,,,,,,,
0.755,-0.227,,,,,,,,,,,,,,,,,,,,
0.528,0.047,,,,,,,,,,,,,,,,,,,,
0.575,-0.575,,,,,,,,,,,,,,,,,,,,
0.896,-0.238,,,,,,,,,,,,,,,,,,,,
0.658,0.05,,,,,,,,,,,,,,,,,,,,
0.708,-0.708,,,,,,,,,,,,,,,,,,,,
0.499,-0.148,,,,,,,,,,,,,,,,,,,,
0.352,0.013,,,,,,,,,,,,,,,,,,,,
0.365,0.055,,,,,,,,,,,,,,,,,,,,
0.421,-0.421,,,,,,,,,,,,,,,,,,,,
0.461,-0.461,,,,,,,,,,,,,,,,,,,,
0.969,-0.969,,,,,,,,,,,,,,,,,,,,
0.802,-0.11,,,,,,,,,,,,,,,,,,,,
0.692,-0.692,,,,,,,,,,,,,,,,,,,,
0.97,-0.44,,,,,,,,,,,,,,,,,,,,
0.53,-0.046,,,,,,,,,,,,,,,,,,,,
0.483,-0.483,,,,,,,,,,,,,,,,,,,,
0.437,-0.014,,,,,,,,,,,,,,,,,,,,
0.423,0.004,,,,,,,,,,,,,,,,,,,,
0.428,0.191,,,,,,,,,,,,,,,,,,,,
0.619,-0.124,,,,,,,,,,,,,,,,,,,,
0.495,-0.019,,,,,,,,,,,,,,,,,,,,
0.476,-0.025,,,,,,,,,,,,,,,,,,,,
0.45,-0.021,,,,,,,,,,,,,,,,,,,,
0.429,0.005,,,,,,,,,,,,,,,,,,,,
0.434,0.022,,,,,,,,,,,,,,,,,,,,
0.456,0.036,,,,,,,,,,,,,,,,,,,,
0.492,0,,,,,,,,,,,,,,,,,,,,
0.492,0.006,,,,,,,,,,,,,,,,,,,,
0.498,-0.003,,,,,,,,,,,,,,,,,,,,
0.495,0.261,,,,,,,,,,,,,,,,,,,,
0.756,-0.12,,,,,,,,,,,,,,,,,,,,
0.636,0.144,,,,,,,,,,,,,,,,,,,,
0.78,-0.251,,,,,,,,,,,,,,,,,,,,
0.529,0.21,,,,,,,,,,,,,,,,,,,,
0.739,0.122,,,,,,,,,,,,,,,,,,,,
0.86,-0.138,,,,,,,,,,,,,,,,,,,,
0.723,-0.723,,,,,,,,,,,,,,,,,,,,
0.993,-0.441,,,,,,,,,,,,,,,,,,,,
0.552,-0.552,,,,,,,,,,,,,,,,,,,,
0.578,-0.117,,,,,,,,,,,,,,,,,,,,
0.461,-0.031,,,,,,,,,,,,,,,,,,,,
0.43,0.009,,,,,,,,,,,,,,,,,,,,
0.439,0.011,,,,,,,,,,,,,,,,,,,,
0.45,0.012,,,,,,,,,,,,,,,,,,,,
0.462,0.023,,,,,,,,,,,,,,,,,,,,
0.485,0.085,,,,,,,,,,,,,,,,,,,,
0.57,0.331,,,,,,,,,,,,,,,,,,,,
0.9,-0.153,,,,,,,,,,,,,,,,,,,,
0.747,-0.277,,,,,,,,,,,,,,,,,,,,
0.47,0.015,,,,,,,,,,,,,,,,,,,,
0.485,0.164,,,,,,,,,,,,,,,,,,,,
0.649,-0.649,,,,,,,,,,,,,,,,,,,,
0.421,0.011,,,,,,,,,,,,,,,,,,,,
0.432,0.408,,,,,,,,,,,,,,,,,,,,
0.84,0.013,,,,,,,,,,,,,,,,,,,,
0.853,-0.258,,,,,,,,,,,,,,,,,,,,
0.596,-0.596,,,,,,,,,,,,,,,,,,,,
0.572,0.097,,,,,,,,,,,,,,,,,,,,
0.67,-0.67,,,,,,,,,,,,,,,,,,,,
0.943,-0.943,,,,,,,,,,,,,,,,,,,,
0.67,-0.081,,,,,,,,,,,,,,,,,,,,
0.588,-0.588,,,,,,,,,,,,,,,,,,,,
0.428,-0.428,,,,,,,,,,,,,,,,,,,,
0.455,-0.109,,,,,,,,,,,,,,,,,,,,
0.346,0.024,,,,,,,,,,,,,,,,,,,,
0.37,0.58,,,,,,,,,,,,,,,,,,,,
0.95,-0.95,,,,,,,,,,,,,,,,,,,,
0.716,-0.716,,,,,,,,,,,,,,,,,,,,
0.62,0.006,,,,,,,,,,,,,,,,,,,,
0.626,-0.626,,,,,,,,,,,,,,,,,,,,
0.86,-0.486,,,,,,,,,,,,,,,,,,,,
0.375,0.076,,,,,,,,,,,,,,,,,,,,
0.451,0.406,,,,,,,,,,,,,,,,,,,,
0.857,0.013,,,,,,,,,,,,,,,,,,,,
0.87,0.136,,,,,,,,,,,,,,,,,,,,
,-1.006,,,,,,,,,,,,,,,,,,,,
,-0.001,,,,,,,,,,,,,,,,,,,,
,-0.003,,,,,,,,,,,,,,,,,,,,
,-0.003,,,,,,,,,,,,,,,,,,,,
,-1.001,,,,,,,,,,,,,,,,,,,,
0.685,-0.38,,,,,,,,,,,,,,,,,,,,
0.305,0.109,,,,,,,,,,,,,,,,,,,,
0.414,-0.069,,,,,,,,,,,,,,,,,,,,
0.345,0.044,,,,,,,,,,,,,,,,,,,,
0.389,-0.036,,,,,,,,,,,,,,,,,,,,
0.353,-0.353,,,,,,,,,,,,,,,,,,,,
0.886,-0.274,,,,,,,,,,,,,,,,,,,,
0.611,-0.212,,,,,,,,,,,,,,,,,,,,
0.399,0.025,,,,,,,,,,,,,,,,,,,,
0.424,0.02,,,,,,,,,,,,,,,,,,,,
0.444,0.015,,,,,,,,,,,,,,,,,,,,
0.459,0.207,,,,,,,,,,,,,,,,,,,,
0.666,-0.097,,,,,,,,,,,,,,,,,,,,
0.569,0.031,,,,,,,,,,,,,,,,,,,,
0.6,0.016,,,,,,,,,,,,,,,,,,,,
0.616,-0.012,,,,,,,,,,,,,,,,,,,,
0.604,0.068,,,,,,,,,,,,,,,,,,,,
0.672,-0.672,,,,,,,,,,,,,,,,,,,,
0.662,0.011,,,,,,,,,,,,,,,,,,,,
0.673,-0.046,,,,,,,,,,,,,,,,,,,,
0.627,0.339,,,,,,,,,,,,,,,,,,,,
0.966,-0.253,,,,,,,,,,,,,,,,,,,,
0.713,-0.086,,,,,,,,,,,,,,,,,,,,
0.627,0.079,,,,,,,,,,,,,,,,,,,,
0.707,-0.083,,,,,,,,,,,,,,,,,,,,
0.624,-0.04,,,,,,,,,,,,,,,,,,,,
0.585,0.031,,,,,,,,,,,,,,,,,,,,
0.615,0.064,,,,,,,,,,,,,,,,,,,,
0.679,-0.007,,,,,,,,,,,,,,,,,,,,
0.673,0.044,,,,,,,,,,,,,,,,,,,,
0.717,0.015,,,,,,,,,,,,,,,,,,,,
0.732,0.015,,,,,,,,,,,,,,,,,,,,
0.748,-0.01,,,,,,,,,,,,,,,,,,,,
0.737,0.034,,,,,,,,,,,,,,,,,,,,
0.771,0.033,,,,,,,,,,,,,,,,,,,,
0.804,-0.012,,,,,,,,,,,,,,,,,,,,
0.792,0.003,,,,,,,,,,,,,,,,,,,,
0.795,0.012,,,,,,,,,,,,,,,,,,,,
0.807,-0.067,,,,,,,,,,,,,,,,,,,,
0.74,-0.001,,,,,,,,,,,,,,,,,,,,
0.739,0.014,,,,,,,,,,,,,,,,,,,,
0.753,-0.022,,,,,,,,,,,,,,,,,,,,
0.731,-0.016,,,,,,,,,,,,,,,,,,,,
0.715,-0.024,,,,,,,,,,,,,,,,,,,,
0.69,0.022,,,,,,,,,,,,,,,,,,,,
0.712,0.156,,,,,,,,,,,,,,,,,,,,
0.869,0.06,,,,,,,,,,,,,,,,,,,,
0.929,-0.008,,,,,,,,,,,,,,,,,,,,
0.921,-0.065,,,,,,,,,,,,,,,,,,,,
0.855,-0.855,,,,,,,,,,,,,,,,,,,,
0.969,-0.05,,,,,,,,,,,,,,,,,,,,
0.92,-0.172,,,,,,,,,,,,,,,,,,,,
0.748,-0.125,,,,,,,,,,,,,,,,,,,,
0.622,-0.056,,,,,,,,,,,,,,,,,,,,
0.566,-0.024,,,,,,,,,,,,,,,,,,,,
0.543,-0.01,,,,,,,,,,,,,,,,,,,,
0.533,-0.004,,,,,,,,,,,,,,,,,,,,
0.529,0.013,,,,,,,,,,,,,,,,,,,,
0.542,0.05,,,,,,,,,,,,,,,,,,,,
0.591,0.071,,,,,,,,,,,,,,,,,,,,
0.662,-0.032,,,,,,,,,,,,,,,,,,,,
0.63,-0.041,,,,,,,,,,,,,,,,,,,,
0.589,-0.027,,,,,,,,,,,,,,,,,,,,
0.562,0.007,,,,,,,,,,,,,,,,,,,,
0.569,0.032,,,,,,,,,,,,,,,,,,,,
0.601,0.15,,,,,,,,,,,,,,,,,,,,
0.751,-0.035,,,,,,,,,,,,,,,,,,,,
0.716,-0.08,,,,,,,,,,,,,,,,,,,,
0.636,-0.025,,,,,,,,,,,,,,,,,,,,
0.611,-0.04,,,,,,,,,,,,,,,,,,,,
0.571,0.012,,,,,,,,,,,,,,,,,,,,
0.582,0.031,,,,,,,,,,,,,,,,,,,,
0.614,0.012,,,,,,,,,,,,,,,,,,,,
0.625,-0.054,,,,,,,,,,,,,,,,,,,,
0.571,0.043,,,,,,,,,,,,,,,,,,,,
0.614,0.026,,,,,,,,,,,,,,,,,,,,
0.64,-0.008,,,,,,,,,,,,,,,,,,,,
0.632,-0.044,,,,,,,,,,,,,,,,,,,,
0.588,0.015,,,,,,,,,,,,,,,,,,,,
0.602,0.012,,,,,,,,,,,,,,,,,,,,
0.615,-0.059,,,,,,,,,,,,,,,,,,,,
0.556,0.065,,,,,,,,,,,,,,,,,,,,
0.621,0.05,,,,,,,,,,,,,,,,,,,,
0.671,0.025,,,,,,,,,,,,,,,,,,,,
0.696,-0.008,,,,,,,,,,,,,,,,,,,,
0.688,0.065,,,,,,,,,,,,,,,,,,,,
0.754,0.038,,,,,,,,,,,,,,,,,,,,
0.791,-0.069,,,,,,,,,,,,,,,,,,,,
0.722,-0.01,,,,,,,,,,,,,,,,,,,,
0.712,-0.025,,,,,,,,,,,,,,,,,,,,
0.687,-0.01,,,,,,,,,,,,,,,,,,,,
0.676,-0.045,,,,,,,,,,,,,,,,,,,,
0.631,-0.021,,,,,,,,,,,,,,,,,,,,
0.611,0.011,,,,,,,,,,,,,,,,,,,,
0.622,0.024,,,,,,,,,,,,,,,,,,,,
0.646,0.084,,,,,,,,,,,,,,,,,,,,
0.73,0.015,,,,,,,,,,,,,,,,,,,,
0.745,-0.036,,,,,,,,,,,,,,,,,,,,
0.709,0.288,,,,,,,,,,,,,,,,,,,,
0.997,-0.997,,,,,,,,,,,,,,,,,,,,
0.556,-0.044,,,,,,,,,,,,,,,,,,,,
0.513,0.097,,,,,,,,,,,,,,,,,,,,
0.609,0.267,,,,,,,,,,,,,,,,,,,,
0.876,-0.876,,,,,,,,,,,,,,,,,,,,
0.962,-0.021,,,,,,,,,,,,,,,,,,,,
0.941,-0.941,,,,,,,,,,,,,,,,,,,,
0.735,-0.092,,,,,,,,,,,,,,,,,,,,
0.643,0.12,,,,,,,,,,,,,,,,,,,,
0.763,0.052,,,,,,,,,,,,,,,,,,,,
0.815,-0.815,,,,,,,,,,,,,,,,,,,,
0.826,-0.14,,,,,,,,,,,,,,,,,,,,
0.686,0.084,,,,,,,,,,,,,,,,,,,,
0.771,-0.123,,,,,,,,,,,,,,,,,,,,
0.647,0.118,,,,,,,,,,,,,,,,,,,,
0.765,-0.765,,,,,,,,,,,,,,,,,,,,
,-0.039,,,,,,,,,,,,,,,,,,,,
0.963,-0.963,,,,,,,,,,,,,,,,,,,,
0.944,-0.005,,,,,,,,,,,,,,,,,,,,
0.939,-0.045,,,,,,,,,,,,,,,,,,,,
0.893,-0.083,,,,,,,,,,,,,,,,,,,,
0.81,-0.081,,,,,,,,,,,,,,,,,,,,
0.729,-0.086,,,,,,,,,,,,,,,,,,,,
0.643,-0.088,,,,,,,,,,,,,,,,,,,,
0.555,-0.021,,,,,,,,,,,,,,,,,,,,
0.534,-0.025,,,,,,,,,,,,,,,,,,,,
0.508,-0.006,,,,,,,,,,,,,,,,,,,,
0.502,-0.006,,,,,,,,,,,,,,,,,,,,
0.496,-0.003,,,,,,,,,,,,,,,,,,,,
0.493,-0.011,,,,,,,,,,,,,,,,,,,,
0.482,-0.003,,,,,,,,,,,,,,,,,,,,
0.48,-0.007,,,,,,,,,,,,,,,,,,,,
0.473,0.001,,,,,,,,,,,,,,,,,,,,
0.474,0.001,,,,,,,,,,,,,,,,,,,,
0.475,-0.003,,,,,,,,,,,,,,,,,,,,
0.472,-0.003,,,,,,,,,,,,,,,,,,,,
0.469,-0.007,,,,,,,,,,,,,,,,,,,,
0.462,-0.003,,,,,,,,,,,,,,,,,,,,
0.459,-0.003,,,,,,,,,,,,,,,,,,,,
0.455,-0.003,,,,,,,,,,,,,,,,,,,,
0.452,-0.003,,,,,,,,,,,,,,,,,,,,
0.449,-0.004,,,,,,,,,,,,,,,,,,,,
0.445,-0.013,,,,,,,,,,,,,,,,,,,,
0.432,0.011,,,,,,,,,,,,,,,,,,,,
0.442,-0.004,,,,,,,,,,,,,,,,,,,,
0.439,-0.004,,,,,,,,,,,,,,,,,,,,
0.435,-0.004,,,,,,,,,,,,,,,,,,,,
0.431,-0.009,,,,,,,,,,,,,,,,,,,,
0.421,0.001,,,,,,,,,,,,,,,,,,,,
0.422,-0.004,,,,,,,,,,,,,,,,,,,,
0.418,-0.01,,,,,,,,,,,,,,,,,,,,
0.408,-0.005,,,,,,,,,,,,,,,,,,,,
0.403,-0.01,,,,,,,,,,,,,,,,,,,,
0.393,-0.016,,,,,,,,,,,,,,,,,,,,
0.377,-0.005,,,,,,,,,,,,,,,,,,,,
0.371,-0.011,,,,,,,,,,,,,,,,,,,,
0.36,-0.018,,,,,,,,,,,,,,,,,,,,
0.342,-0.012,,,,,,,,,,,,,,,,,,,,
0.33,-0.019,,,,,,,,,,,,,,,,,,,,
0.311,-0.007,,,,,,,,,,,,,,,,,,,,
0.304,-0.014,,,,,,,,,,,,,,,,,,,,
0.291,-0.008,,,,,,,,,,,,,,,,,,,,
0.283,-0.008,,,,,,,,,,,,,,,,,,,,
0.275,-0.028,,,,,,,,,,,,,,,,,,,,
0.247,0.011,,,,,,,,,,,,,,,,,,,,
0.258,-0.009,,,,,,,,,,,,,,,,,,,,
0.249,-0.03,,,,,,,,,,,,,,,,,,,,
0.22,0.018,,,,,,,,,,,,,,,,,,,,
0.238,-0.003,,,,,,,,,,,,,,,,,,,,
0.235,0.004,,,,,,,,,,,,,,,,,,,,
0.239,0.005,,,,,,,,,,,,,,,,,,,,
0.244,-0.003,,,,,,,,,,,,,,,,,,,,
0.241,0.005,,,,,,,,,,,,,,,,,,,,
0.246,0.013,,,,,,,,,,,,,,,,,,,,
0.259,-0.003,,,,,,,,,,,,,,,,,,,,
0.256,0.03,,,,,,,,,,,,,,,,,,,,
0.286,0.023,,,,,,,,,,,,,,,,,,,,
0.309,0.015,,,,,,,,,,,,,,,,,,,,
0.324,0.024,,,,,,,,,,,,,,,,,,,,
0.348,0.034,,,,,,,,,,,,,,,,,,,,
0.382,-0.019,,,,,,,,,,,,,,,,,,,,
0.364,0.046,,,,,,,,,,,,,,,,,,,,
0.409,0.048,,,,,,,,,,,,,,,,,,,,
0.457,0.05,,,,,,,,,,,,,,,,,,,,
0.507,0.062,,,,,,,,,,,,,,,,,,,,
0.569,0.055,,,,,,,,,,,,,,,,,,,,
0.623,0.047,,,,,,,,,,,,,,,,,,,,
0.67,0.049,,,,,,,,,,,,,,,,,,,,
0.72,0.03,,,,,,,,,,,,,,,,,,,,
0.749,0.02,,,,,,,,,,,,,,,,,,,,
0.769,-0.003,,,,,,,,,,,,,,,,,,,,
0.766,-0.015,,,,,,,,,,,,,,,,,,,,
0.751,-0.028,,,,,,,,,,,,,,,,,,,,
0.723,-0.043,,,,,,,,,,,,,,,,,,,,
0.68,-0.032,,,,,,,,,,,,,,,,,,,,
0.648,-0.048,,,,,,,,,,,,,,,,,,,,
0.6,-0.037,,,,,,,,,,,,,,,,,,,,
0.563,-0.04,,,,,,,,,,,,,,,,,,,,
0.523,-0.028,,,,,,,,,,,,,,,,,,,,
0.496,-0.03,,,,,,,,,,,,,,,,,,,,
0.466,-0.032,,,,,,,,,,,,,,,,,,,,
0.435,-0.002,,,,,,,,,,,,,,,,,,,,
0.433,-0.035,,,,,,,,,,,,,,,,,,,,
0.398,-0.021,,,,,,,,,,,,,,,,,,,,
0.377,-0.005,,,,,,,,,,,,,,,,,,,,
0.372,-0.005,,,,,,,,,,,,,,,,,,,,
0.367,-0.006,,,,,,,,,,,,,,,,,,,,
0.361,0.013,,,,,,,,,,,,,,,,,,,,
0.375,-0.006,,,,,,,,,,,,,,,,,,,,
0.369,-0.007,,,,,,,,,,,,,,,,,,,,
0.362,0.014,,,,,,,,,,,,,,,,,,,,
0.376,-0.008,,,,,,,,,,,,,,,,,,,,
0.368,-0.009,,,,,,,,,,,,,,,,,,,,
0.36,0.015,,,,,,,,,,,,,,,,,,,,
0.375,-0.01,,,,,,,,,,,,,,,,,,,,
0.366,-0.011,,,,,,,,,,,,,,,,,,,,
0.355,-0.012,,,,,,,,,,,,,,,,,,,,
0.343,-0.343,,,,,,,,,,,,,,,,,,,,
0.299,-0.036,,,,,,,,,,,,,,,,,,,,
0.263,0.035,,,,,,,,,,,,,,,,,,,,
0.298,0.055,,,,,,,,,,,,,,,,,,,,
0.353,0.008,,,,,,,,,,,,,,,,,,,,
0.361,-0.013,,,,,,,,,,,,,,,,,,,,
0.347,0.007,,,,,,,,,,,,,,,,,,,,
0.354,0.025,,,,,,,,,,,,,,,,,,,,
0.379,0.023,,,,,,,,,,,,,,,,,,,,
0.403,0.145,,,,,,,,,,,,,,,,,,,,
0.548,0.05,,,,,,,,,,,,,,,,,,,,
0.598,0.03,,,,,,,,,,,,,,,,,,,,
0.628,-0.004,,,,,,,,,,,,,,,,,,,,
0.624,0.011,,,,,,,,,,,,,,,,,,,,
0.635,-0.035,,,,,,,,,,,,,,,,,,,,
0.6,-0.018,,,,,,,,,,,,,,,,,,,,
0.582,-0.116,,,,,,,,,,,,,,,,,,,,
0.466,-0.055,,,,,,,,,,,,,,,,,,,,
0.411,-0.025,,,,,,,,,,,,,,,,,,,,
0.386,-0.024,,,,,,,,,,,,,,,,,,,,
0.362,0.003,,,,,,,,,,,,,,,,,,,,
0.365,-0.01,,,,,,,,,,,,,,,,,,,,
0.355,0.002,,,,,,,,,,,,,,,,,,,,
0.357,0.014,,,,,,,,,,,,,,,,,,,,
0.371,0.024,,,,,,,,,,,,,,,,,,,,
0.395,0.023,,,,,,,,,,,,,,,,,,,,
0.418,0.043,,,,,,,,,,,,,,,,,,,,
0.461,0.02,,,,,,,,,,,,,,,,,,,,
0.481,0.05,,,,,,,,,,,,,,,,,,,,
0.531,-0.003,,,,,,,,,,,,,,,,,,,,
0.528,-0.003,,,,,,,,,,,,,,,,,,,,
0.525,0.016,,,,,,,,,,,,,,,,,,,,
0.542,-0.012,,,,,,,,,,,,,,,,,,,,
0.53,-0.003,,,,,,,,,,,,,,,,,,,,
0.527,-0.02,,,,,,,,,,,,,,,,,,,,
0.506,0.006,,,,,,,,,,,,,,,,,,,,
0.513,0.023,,,,,,,,,,,,,,,,,,,,
0.536,0.022,,,,,,,,,,,,,,,,,,,,
0.558,-0.02,,,,,,,,,,,,,,,,,,,,
0.538,-0.035,,,,,,,,,,,,,,,,,,,,
0.503,-0.01,,,,,,,,,,,,,,,,,,,,
0.493,0.006,,,,,,,,,,,,,,,,,,,,
0.499,0.005,,,,,,,,,,,,,,,,,,,,
0.504,0.013,,,,,,,,,,,,,,,,,,,,
0.517,0.005,,,,,,,,,,,,,,,,,,,,
0.522,0.005,,,,,,,,,,,,,,,,,,,,
0.526,0.004,,,,,,,,,,,,,,,,,,,,
0.531,0.011,,,,,,,,,,,,,,,,,,,,
0.542,0.004,,,,,,,,,,,,,,,,,,,,
0.546,0.004,,,,,,,,,,,,,,,,,,,,
0.549,-0.003,,,,,,,,,,,,,,,,,,,,
0.546,-0.003,,,,,,,,,,,,,,,,,,,,
0.543,-0.003,,,,,,,,,,,,,,,,,,,,
0.541,0.003,,,,,,,,,,,,,,,,,,,,
0.544,-0.003,,,,,,,,,,,,,,,,,,,,
0.541,0.021,,,,,,,,,,,,,,,,,,,,
0.562,0.085,,,,,,,,,,,,,,,,,,,,
0.648,-0.028,,,,,,,,,,,,,,,,,,,,
0.62,-0.038,,,,,,,,,,,,,,,,,,,,
0.582,0.16,,,,,,,,,,,,,,,,,,,,
0.742,-0.022,,,,,,,,,,,,,,,,,,,,
0.72,0.109,,,,,,,,,,,,,,,,,,,,
0.829,-0.829,,,,,,,,,,,,,,,,,,,,
0.846,0.004,,,,,,,,,,,,,,,,,,,,
0.849,-0.849,,,,,,,,,,,,,,,,,,,,
0.612,0.041,,,,,,,,,,,,,,,,,,,,
0.653,-0.037,,,,,,,,,,,,,,,,,,,,
0.615,0.13,,,,,,,,,,,,,,,,,,,,
0.745,-0.019,,,,,,,,,,,,,,,,,,,,
0.726,-0.726,,,,,,,,,,,,,,,,,,,,
0.968,-0.197,,,,,,,,,,,,,,,,,,,,
0.771,-0.379,,,,,,,,,,,,,,,,,,,,
0.392,0.29,,,,,,,,,,,,,,,,,,,,
0.682,-0.365,,,,,,,,,,,,,,,,,,,,
0.317,-0.064,,,,,,,,,,,,,,,,,,,,
0.253,-0.028,,,,,,,,,,,,,,,,,,,,
0.225,-0.011,,,,,,,,,,,,,,,,,,,,
0.214,-0.019,,,,,,,,,,,,,,,,,,,,
0.195,-0.002,,,,,,,,,,,,,,,,,,,,
0.193,-0.014,,,,,,,,,,,,,,,,,,,,
0.178,-0.006,,,,,,,,,,,,,,,,,,,,
0.172,-0.006,,,,,,,,,,,,,,,,,,,,
0.167,-0.006,,,,,,,,,,,,,,,,,,,,
0.161,-0.006,,,,,,,,,,,,,,,,,,,,
0.155,0.006,,,,,,,,,,,,,,,,,,,,
0.161,0.002,,,,,,,,,,,,,,,,,,,,
0.163,0.006,,,,,,,,,,,,,,,,,,,,
0.169,0.013,,,,,,,,,,,,,,,,,,,,
0.182,0.009,,,,,,,,,,,,,,,,,,,,
0.192,0.035,,,,,,,,,,,,,,,,,,,,
0.226,0.063,,,,,,,,,,,,,,,,,,,,
0.289,0.58,,,,,,,,,,,,,,,,,,,,
0.869,-0.136,,,,,,,,,,,,,,,,,,,,
0.733,-0.288,,,,,,,,,,,,,,,,,,,,
0.445,0.468,,,,,,,,,,,,,,,,,,,,
0.914,-0.009,,,,,,,,,,,,,,,,,,,,
0.905,0.06,,,,,,,,,,,,,,,,,,,,
0.965,-0.022,,,,,,,,,,,,,,,,,,,,
0.943,-0.199,,,,,,,,,,,,,,,,,,,,
0.743,0.192,,,,,,,,,,,,,,,,,,,,
0.936,0.011,,,,,,,,,,,,,,,,,,,,
0.947,0.005,,,,,,,,,,,,,,,,,,,,
0.952,-0.002,,,,,,,,,,,,,,,,,,,,
0.95,-0.005,,,,,,,,,,,,,,,,,,,,
0.945,0.011,,,,,,,,,,,,,,,,,,,,
0.956,0.008,,,,,,,,,,,,,,,,,,,,
0.963,-0.963,,,,,,,,,,,,,,,,,,,,
0.984,-0.014,,,,,,,,,,,,,,,,,,,,
0.97,0.023,,,,,,,,,,,,,,,,,,,,
0.993,-0.404,,,,,,,,,,,,,,,,,,,,
0.589,0.106,,,,,,,,,,,,,,,,,,,,
0.695,0.235,,,,,,,,,,,,,,,,,,,,
0.931,0.007,,,,,,,,,,,,,,,,,,,,
0.938,0.016,,,,,,,,,,,,,,,,,,,,
0.954,-0.016,,,,,,,,,,,,,,,,,,,,
0.938,-0.013,,,,,,,,,,,,,,,,,,,,
0.925,-0.004,,,,,,,,,,,,,,,,,,,,
0.921,0.016,,,,,,,,,,,,,,,,,,,,
0.937,-0.075,,,,,,,,,,,,,,,,,,,,
0.863,0.066,,,,,,,,,,,,,,,,,,,,
0.929,0.01,,,,,,,,,,,,,,,,,,,,
0.939,0.007,,,,,,,,,,,,,,,,,,,,
0.946,-0.001,,,,,,,,,,,,,,,,,,,,
0.945,0.002,,,,,,,,,,,,,,,,,,,,
0.946,0.002,,,,,,,,,,,,,,,,,,,,
0.948,-0.001,,,,,,,,,,,,,,,,,,,,
0.947,0.002,,,,,,,,,,,,,,,,,,,,
0.948,-0.001,,,,,,,,,,,,,,,,,,,,
0.947,-0.004,,,,,,,,,,,,,,,,,,,,
0.943,0.004,,,,,,,,,,,,,,,,,,,,
0.948,-0.009,,,,,,,,,,,,,,,,,,,,
0.939,0.009,,,,,,,,,,,,,,,,,,,,
0.948,0.002,,,,,,,,,,,,,,,,,,,,
0.95,-0.004,,,,,,,,,,,,,,,,,,,,
0.946,-0.003,,,,,,,,,,,,,,,,,,,,
0.943,0.009,,,,,,,,,,,,,,,,,,,,
0.952,0.004,,,,,,,,,,,,,,,,,,,,
0.956,0.002,,,,,,,,,,,,,,,,,,,,
0.957,-0.008,,,,,,,,,,,,,,,,,,,,
0.949,0.002,,,,,,,,,,,,,,,,,,,,
0.951,0.009,,,,,,,,,,,,,,,,,,,,
0.96,-0.001,,,,,,,,,,,,,,,,,,,,
0.959,0.016,,,,,,,,,,,,,,,,,,,,
0.975,-0.018,,,,,,,,,,,,,,,,,,,,
0.957,-0.008,,,,,,,,,,,,,,,,,,,,
0.949,0.006,,,,,,,,,,,,,,,,,,,,
0.956,0.011,,,,,,,,,,,,,,,,,,,,
0.967,-0.005,,,,,,,,,,,,,,,,,,,,
0.961,0.004,,,,,,,,,,,,,,,,,,,,
0.965,0.025,,,,,,,,,,,,,,,,,,,,
0.99,-0.99,,,,,,,,,,,,,,,,,,,,
,-0.001,,,,,,,,,,,,,,,,,,,,
,-0.014,,,,,,,,,,,,,,,,,,,,
0.989,0.008,,,,,,,,,,,,,,,,,,,,
0.997,-0.152,,,,,,,,,,,,,,,,,,,,
0.845,-0.845,,,,,,,,,,,,,,,,,,,,
0.874,-0.874,,,,,,,,,,,,,,,,,,,,
0.298,-0.298,,,,,,,,,,,,,,,,,,,,
0.434,-0.434,,,,,,,,,,,,,,,,,,,,
0.752,-0.31,,,,,,,,,,,,,,,,,,,,
0.442,-0.442,,,,,,,,,,,,,,,,,,,,
0.564,-0.564,,,,,,,,,,,,,,,,,,,,
0.368,0.131,,,,,,,,,,,,,,,,,,,,
0.499,-0.499,,,,,,,,,,,,,,,,,,,,
0.602,-0.602,,,,,,,,,,,,,,,,,,,,
0.889,-0.237,,,,,,,,,,,,,,,,,,,,
0.652,-0.652,,,,,,,,,,,,,,,,,,,,
0.719,0.177,,,,,,,,,,,,,,,,,,,,
0.897,-0.897,,,,,,,,,,,,,,,,,,,,
0.801,-0.801,,,,,,,,,,,,,,,,,,,,
0.909,-0.243,,,,,,,,,,,,,,,,,,,,
0.666,-0.666,,,,,,,,,,,,,,,,,,,,
0.932,-0.932,,,,,,,,,,,,,,,,,,,,
0.425,-0.425,,,,,,,,,,,,,,,,,,,,
0.966,-0.271,,,,,,,,,,,,,,,,,,,,
0.695,-0.695,,,,,,,,,,,,,,,,,,,,
0.36,0.164,,,,,,,,,,,,,,,,,,,,
0.524,-0.524,,,,,,,,,,,,,,,,,,,,
0.331,-0.331,,,,,,,,,,,,,,,,,,,,
0.834,-0.834,,,,,,,,,,,,,,,,,,,,
0.471,-0.471,,,,,,,,,,,,,,,,,,,,
0.748,-0.256,,,,,,,,,,,,,,,,,,,,
0.492,-0.492,,,,,,,,,,,,,,,,,,,,
